ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,AmtLiq,AmtVege,AmtNonVeg,AmtPes,AmtChocolates,AmtComm,NumDeals,NumWebBuy,NumWalkinPur,NumVisits,Response,Complain,Country,Count_success,Age
291,1971,Graduation,Married,72940,0,0,19/06/2013,13,182,74,298,162,149,116,1,3,6,1,0,0,SA,0,43
1204,1971,PhD,Married,67536,0,1,22/05/2013,45,1253,0,447,23,71,35,3,11,11,8,0,0,SA,1,43
2428,1971,Graduation,Married,28164,1,0,04/05/2013,23,3,18,26,11,8,12,3,2,4,7,0,0,GER,0,43
1357,1971,Graduation,Together,74854,1,2,08/04/2013,90,856,59,487,58,29,73,7,2,5,5,0,0,GER,0,43
10159,1971,Graduation,Divorced,58710,0,1,31/03/2013,77,440,81,368,0,122,174,6,11,9,6,0,0,AUS,0,43
1726,1971,Graduation,Single,22585,0,0,18/03/2013,23,3,9,15,13,2,39,1,1,2,9,1,0,SP,1,43
5267,1971,Graduation,Divorced,33986,1,0,14/03/2013,43,16,2,18,2,1,5,1,1,3,7,0,0,SP,0,43
4860,1971,Graduation,Single,24206,1,0,08/03/2013,66,7,2,8,3,2,3,1,1,3,6,0,0,SP,0,43
3099,1971,Graduation,Divorced,44267,1,1,25/02/2013,48,183,5,65,3,5,49,5,5,4,9,0,0,SP,0,43
5740,1971,2n Cycle,Divorced,25959,1,1,14/02/2013,1,4,2,12,7,5,26,2,1,2,6,1,0,SP,0,43
11114,1971,Graduation,Together,19656,1,0,08/02/2013,94,25,4,9,6,8,32,3,2,3,7,0,0,SP,0,43
6072,1971,Master,Single,75345,0,0,02/02/2013,16,918,57,842,99,38,133,1,5,6,3,1,0,SP,1,43
4611,1971,Graduation,Together,105471,0,0,21/01/2013,36,1009,181,104,202,21,207,0,9,13,3,1,0,SP,2,43
4406,1971,Graduation,Together,67419,0,1,16/01/2013,29,846,84,352,91,56,42,4,9,8,5,0,0,CA,0,43
590,1971,Master,Divorced,78579,0,0,22/12/2012,35,816,66,549,216,66,99,1,5,4,3,1,0,SP,0,43
340,1971,Graduation,Divorced,72967,0,1,15/12/2012,1,158,35,179,0,0,125,2,7,8,5,1,0,GER,1,43
3525,1971,Graduation,Together,38200,1,1,07/12/2012,19,12,0,4,0,0,1,1,1,2,7,0,0,SP,0,43
3599,1971,Graduation,Married,63684,0,1,26/11/2012,61,575,80,428,208,93,80,3,8,8,5,0,0,SP,0,43
3389,1971,Graduation,Married,69016,0,1,22/11/2012,61,726,53,363,123,107,161,4,8,13,5,0,0,SP,0,43
3887,1971,Graduation,Single,27242,1,0,11/11/2012,2,3,17,26,20,1,39,2,2,3,9,1,0,IND,0,43
5544,1971,Graduation,Single,67384,0,1,10/11/2012,32,957,40,175,158,53,107,2,7,5,5,0,0,SP,1,43
9213,1971,Graduation,Widow,31880,1,0,31/10/2012,13,4,1,5,2,0,3,1,1,2,8,0,0,SP,0,43
9703,1971,PhD,Married,38097,1,1,15/10/2012,70,77,2,35,0,1,69,4,3,2,7,1,0,SA,1,43
6613,1971,Master,Married,44511,1,0,12/10/2012,39,513,7,133,46,14,14,6,8,8,8,0,0,AUS,0,43
5710,1971,Graduation,Together,40548,0,1,10/10/2012,31,110,0,5,2,0,3,2,2,4,5,0,0,AUS,1,43
4974,1971,Graduation,Single,83273,1,2,25/09/2012,98,433,89,650,16,102,102,10,4,9,7,0,0,US,0,43
9204,1971,Graduation,Widow,66731,0,1,12/09/2012,33,371,159,194,58,106,141,4,4,6,3,0,0,SP,0,43
4023,1971,Graduation,Married,22979,1,0,06/09/2012,29,16,17,19,20,21,22,3,3,2,8,1,0,SP,0,43
9817,1971,Master,Single,44802,0,0,21/08/2012,71,853,10,143,13,10,20,2,9,12,8,0,0,IND,0,43
3507,1971,Graduation,Single,76467,1,0,17/08/2012,44,676,161,426,210,44,58,2,2,5,6,1,0,US,0,43
6653,1971,PhD,Married,55158,1,1,30/07/2012,72,293,0,87,4,11,23,4,7,5,7,1,0,SP,0,43
8093,1970,Master,Married,79734,0,0,28/06/2014,72,572,8,232,23,62,17,1,4,6,1,0,0,SP,1,44
9888,1970,Graduation,Together,68695,0,0,25/06/2014,3,458,81,356,106,50,40,1,4,7,2,0,0,SP,0,44
4399,1970,Graduation,Together,68695,0,0,25/06/2014,3,458,81,356,106,50,40,1,4,7,2,0,0,CA,0,44
10785,1970,Graduation,Married,44078,1,1,19/06/2014,17,24,1,10,2,0,4,2,2,3,5,0,0,SA,0,44
8341,1970,PhD,Married,30396,1,0,30/04/2014,22,15,0,6,0,1,12,2,1,2,7,1,0,SP,1,44
7947,1970,Graduation,Married,42231,1,1,25/03/2014,99,24,0,8,0,1,4,1,1,3,5,0,0,SP,0,44
6866,1970,Master,Together,35924,1,1,23/03/2014,56,8,0,14,2,3,7,1,1,3,5,0,0,SA,0,44
9336,1970,PhD,Widow,62187,0,1,22/03/2014,38,512,0,83,0,0,41,3,6,10,4,0,0,SP,0,44
7987,1970,Graduation,Married,65747,0,1,07/03/2014,96,346,17,48,23,13,13,4,8,6,6,0,0,CA,1,44
2416,1970,PhD,Single,66582,0,0,03/03/2014,83,789,25,420,16,38,0,1,2,9,1,0,0,SP,0,44
361,1970,Master,Married,43142,1,1,18/02/2014,84,5,1,7,2,1,4,1,1,2,7,0,0,AUS,0,44
5229,1970,PhD,Together,54132,0,1,16/02/2014,81,30,1,8,0,0,3,1,1,3,7,0,0,GER,0,44
807,1970,Master,Together,44602,1,1,15/02/2014,35,167,2,89,0,0,34,6,6,4,8,0,0,IND,0,44
9597,1970,Graduation,Married,73448,0,0,10/02/2014,10,236,106,189,23,41,130,1,7,9,4,0,0,CA,0,44
4297,1970,Graduation,Together,23228,1,0,26/01/2014,71,13,2,18,6,1,0,2,2,3,8,0,0,IND,0,44
3436,1970,Graduation,Married,14045,1,0,26/01/2014,24,11,0,5,2,1,1,1,1,3,7,0,0,SP,0,44
2410,1970,Graduation,Single,81657,0,0,22/01/2014,69,364,40,425,158,60,50,1,3,8,1,0,0,SP,0,44
7254,1970,Graduation,Together,38361,1,0,27/12/2013,74,39,0,56,20,8,14,3,3,3,7,0,0,SA,0,44
8775,1970,Graduation,Together,38361,1,0,27/12/2013,74,39,0,56,20,8,14,3,3,3,7,0,0,AUS,0,44
9907,1970,Master,Together,66476,0,1,04/12/2013,80,742,28,152,25,9,57,2,6,10,4,0,0,GER,0,44
2075,1970,Graduation,Married,72460,0,0,14/11/2013,56,377,10,540,80,30,10,1,3,7,1,0,0,SA,0,44
9862,1970,Graduation,Together,21918,1,0,14/11/2013,37,1,6,7,11,5,3,2,2,3,6,0,0,CA,0,44
4580,1970,Graduation,Married,75759,0,0,25/10/2013,46,1394,22,708,89,91,182,1,9,9,5,1,0,SA,3,44
3570,1970,PhD,Together,42731,1,0,21/10/2013,64,159,2,51,6,2,24,3,4,5,5,0,0,SA,0,44
2686,1970,Basic,Together,22390,0,0,21/10/2013,49,0,1,4,15,1,5,1,1,2,7,0,0,AUS,0,44
7444,1970,Master,Married,42169,1,1,19/10/2013,20,19,0,9,0,0,2,2,1,3,8,0,0,SP,0,44
10311,1970,Graduation,Married,4428,0,1,05/10/2013,0,16,4,12,2,4,321,0,25,0,1,0,0,SP,0,44
271,1970,Graduation,Widow,40590,1,1,02/10/2013,30,154,0,50,6,11,37,5,3,3,6,0,0,CA,1,44
7279,1970,PhD,Together,69476,0,0,30/09/2013,3,260,86,559,63,9,67,1,4,4,2,0,0,US,0,44
2004,1970,Graduation,Single,72679,0,1,18/09/2013,65,619,54,260,127,54,54,1,4,5,1,0,0,SP,0,44
78,1970,Graduation,Married,25293,1,0,15/09/2013,51,15,0,11,0,2,9,1,1,2,8,0,0,SP,0,44
5517,1970,Graduation,Married,25293,1,0,15/09/2013,51,15,0,11,0,2,9,1,1,2,8,0,0,AUS,0,44
7930,1970,Master,Single,26877,0,0,19/08/2013,74,101,13,76,20,18,40,2,3,6,6,0,0,SP,0,44
2147,1970,Graduation,Together,76653,0,0,16/08/2013,91,736,63,946,219,189,126,1,4,11,2,0,0,SP,2,44
2261,1970,Graduation,Married,26304,1,0,23/06/2013,5,4,1,5,2,0,4,1,1,2,7,0,0,GER,0,44
1517,1970,Graduation,Single,30822,1,0,14/06/2013,92,3,9,13,2,12,12,1,1,3,7,0,0,SP,0,44
2516,1970,2n Cycle,Married,46831,1,1,08/06/2013,84,22,2,10,6,4,34,2,1,2,4,0,0,SP,0,44
5847,1970,Graduation,Divorced,69901,0,1,29/05/2013,95,312,21,206,102,92,149,3,7,10,5,0,0,SP,0,44
8562,1970,Graduation,Together,54165,0,0,28/05/2013,72,127,4,73,15,6,11,1,2,7,2,0,0,SP,0,44
6461,1970,Master,Single,62772,0,1,19/05/2013,74,581,49,157,43,8,108,1,5,11,2,0,0,SP,1,44
2245,1970,Master,Married,43641,1,1,22/04/2013,50,57,2,51,4,2,23,3,2,4,6,0,0,SP,0,44
6606,1970,Master,Married,70091,1,0,31/03/2013,11,964,34,137,15,0,11,2,5,10,8,0,0,SP,1,44
6404,1970,Graduation,Together,58917,1,2,24/03/2013,10,151,7,89,0,7,28,5,4,6,5,0,0,SA,0,44
697,1970,Graduation,Together,74918,0,0,12/03/2013,78,972,59,913,25,19,59,1,5,6,3,0,0,SP,1,44
4743,1970,PhD,Married,56242,0,1,03/03/2013,72,689,8,167,11,8,88,5,8,11,6,0,0,US,0,44
3667,1970,Graduation,Married,80952,0,0,28/02/2013,20,778,178,689,41,27,44,1,8,11,8,1,0,GER,3,44
2807,1970,Graduation,Married,56796,0,1,16/02/2013,24,656,38,161,62,47,37,3,8,7,7,0,0,SP,0,44
1052,1970,Graduation,Married,56796,0,1,16/02/2013,24,656,38,161,62,47,37,3,8,7,7,0,0,AUS,0,44
2683,1970,Graduation,Married,52413,0,2,02/02/2013,56,295,106,271,75,98,65,4,6,12,6,0,0,CA,0,44
4487,1970,Master,Single,39858,1,0,24/01/2013,67,15,20,25,2,7,26,1,2,4,6,1,0,SA,0,44
9710,1970,PhD,Divorced,58086,0,1,20/01/2013,80,708,7,62,0,0,15,2,11,7,8,0,0,SP,0,44
2098,1970,PhD,Married,33581,2,0,08/01/2013,38,11,0,5,0,0,1,1,1,2,8,0,0,SP,0,44
7892,1970,Graduation,Single,18589,0,0,02/01/2013,89,6,4,25,15,12,13,2,2,3,7,0,0,US,0,44
3547,1970,Master,Together,41021,1,0,30/12/2012,12,14,7,9,6,16,12,2,2,3,6,1,0,SA,0,44
6184,1970,PhD,Married,68462,0,0,12/12/2012,6,561,64,785,84,128,48,1,3,8,1,0,0,SP,0,44
5621,1970,Graduation,Married,48752,1,1,12/12/2012,8,73,57,100,71,15,0,5,6,5,9,1,0,SP,0,44
10490,1970,PhD,Married,51039,1,1,10/12/2012,11,100,64,79,65,0,109,2,6,4,7,0,0,AUS,0,44
10968,1970,Graduation,Single,57731,0,1,23/11/2012,0,266,21,300,65,8,44,4,8,6,6,0,0,IND,0,44
9707,1970,PhD,Married,55212,0,1,23/11/2012,65,1103,0,45,0,0,34,3,4,11,8,0,0,SP,2,44
8732,1970,Master,Widow,67369,0,1,17/11/2012,81,1298,0,70,37,14,42,4,7,10,4,1,0,SP,2,44
10299,1970,PhD,Single,48240,0,0,09/11/2012,73,389,91,248,64,49,41,3,6,13,5,1,0,SP,0,44
8932,1970,Master,Together,65176,0,1,29/10/2012,57,960,28,183,220,70,70,4,9,6,6,0,0,SA,0,44
5252,1970,Graduation,Divorced,23910,1,0,26/10/2012,80,16,12,18,7,1,13,1,2,3,7,0,0,SP,0,44
4070,1970,PhD,Married,94871,0,2,01/09/2012,99,169,24,553,188,0,144,1,8,4,7,1,0,CA,2,44
10704,1970,Graduation,Single,54803,0,1,21/08/2012,65,404,0,92,28,27,142,2,6,9,4,0,0,SP,0,44
2072,1970,PhD,Together,53374,0,1,16/08/2012,34,896,10,101,13,10,34,6,4,9,9,1,0,CA,1,44
5564,1970,Graduation,Together,62882,0,1,09/08/2012,26,509,133,497,78,24,97,2,7,6,4,0,0,AUS,0,44
10591,1970,Graduation,Widow,43638,0,1,06/08/2012,37,63,10,83,7,19,19,2,4,4,7,0,0,SP,0,44
6892,1969,Graduation,Divorced,61671,0,1,03/06/2014,23,641,7,56,0,0,28,8,10,6,8,0,0,SP,2,45
7419,1969,Master,Divorced,27071,1,0,23/04/2014,90,8,3,19,0,2,3,2,2,3,6,0,0,SP,0,45
5180,1969,PhD,Divorced,50616,0,1,18/04/2014,56,128,0,16,0,1,4,2,4,4,7,0,0,SP,0,45
8159,1969,Graduation,Married,51287,1,1,01/04/2014,10,117,0,22,13,0,30,3,4,3,7,0,0,SP,0,45
7007,1969,Master,Married,29543,2,0,01/04/2014,47,17,3,18,3,4,18,2,3,2,7,0,0,SP,0,45
8375,1969,PhD,Married,55954,0,1,03/03/2014,63,447,0,28,0,0,43,3,8,6,7,0,0,AUS,0,45
7683,1969,Master,Married,70777,0,1,25/02/2014,80,554,35,113,0,7,78,3,5,12,3,0,0,SP,0,45
3526,1969,PhD,Married,38443,1,1,27/01/2014,58,32,0,5,0,0,1,2,1,3,7,0,0,SP,0,45
9671,1969,Graduation,Married,19514,1,1,26/01/2014,47,14,3,21,2,1,28,4,3,2,8,1,0,SP,1,45
8975,1969,Graduation,Married,19514,1,1,26/01/2014,47,14,3,21,2,1,28,4,3,2,8,0,0,SP,1,45
10951,1969,Graduation,Married,45688,0,1,25/01/2014,20,279,0,18,0,0,9,2,3,8,4,0,0,SP,1,45
10855,1969,Master,Single,50014,1,0,22/01/2014,9,234,14,77,19,10,42,2,4,8,5,0,0,SP,0,45
9206,1969,Graduation,Together,77382,0,1,07/01/2014,36,491,48,231,112,105,134,2,5,12,1,0,0,SP,1,45
968,1969,Master,Divorced,41335,1,0,26/12/2013,24,112,19,21,16,14,5,3,4,4,7,0,0,AUS,0,45
4096,1969,Master,Divorced,41335,1,0,26/12/2013,24,112,19,21,16,14,5,3,4,4,7,0,0,US,0,45
8523,1969,Graduation,Married,19329,1,0,14/12/2013,39,24,1,16,12,2,5,3,4,3,8,0,0,CA,0,45
10424,1969,Graduation,Single,75922,0,0,09/12/2013,60,265,138,553,224,23,92,1,4,9,1,0,0,SA,0,45
3798,1969,Graduation,Married,41120,1,1,06/11/2013,80,24,2,23,0,8,24,3,2,3,6,0,0,SP,0,45
313,1969,Graduation,Widow,73455,0,0,28/10/2013,98,901,61,757,186,163,20,1,6,10,3,0,0,SA,1,45
6720,1969,Master,Together,43795,0,1,16/10/2013,11,314,11,53,4,3,107,3,7,4,7,1,0,SP,1,45
850,1969,Graduation,Single,70566,0,1,06/10/2013,4,381,28,215,84,28,21,2,6,9,3,0,0,SP,0,45
4867,1969,PhD,Single,38236,1,1,20/09/2013,2,58,0,18,2,0,10,4,3,4,7,0,0,SP,0,45
4227,1969,Master,Together,32889,1,1,06/09/2013,78,28,0,13,4,2,8,3,2,3,5,0,0,SP,0,45
9166,1969,Graduation,Married,63967,0,1,09/08/2013,57,387,84,141,73,35,162,3,4,12,2,0,0,SP,0,45
2570,1969,Graduation,Together,56534,0,1,23/07/2013,35,691,7,61,10,0,46,4,10,7,8,1,0,SP,2,45
6116,1969,2n Cycle,Married,48985,0,1,05/07/2013,13,19,13,18,10,7,8,1,1,3,3,0,0,SP,0,45
7286,1969,Graduation,Together,41728,1,0,24/05/2013,92,13,6,15,3,5,13,1,2,2,10,0,0,AUS,0,45
1184,1969,PhD,Divorced,69674,0,2,22/05/2013,46,554,41,215,11,0,24,3,10,10,5,0,0,SA,0,45
1404,1969,Graduation,Together,34916,2,0,15/05/2013,89,51,23,82,33,0,42,4,5,3,9,0,0,SA,0,45
11007,1969,PhD,Married,29187,1,0,09/05/2013,43,26,0,6,0,0,2,1,1,3,8,0,0,SP,0,45
9799,1969,PhD,Divorced,83664,1,1,08/05/2013,57,866,21,151,28,21,86,3,2,12,5,0,0,SP,0,45
3767,1969,Graduation,Married,61314,0,1,25/04/2013,1,378,0,189,97,172,172,2,5,12,3,0,0,SP,0,45
4391,1969,Master,Divorced,63841,0,1,21/04/2013,64,635,15,100,20,7,131,1,9,9,6,0,0,SA,0,45
6283,1969,Master,Divorced,63841,0,1,21/04/2013,64,635,15,100,20,7,131,1,9,9,6,0,0,SP,0,45
3421,1969,Master,Divorced,63841,0,1,21/04/2013,64,635,15,100,20,7,131,1,9,9,6,0,0,AUS,0,45
803,1969,Graduation,Together,40521,1,1,05/04/2013,82,12,0,5,0,0,4,1,0,2,5,0,0,SP,0,45
7842,1969,Graduation,Single,36065,1,1,31/03/2013,54,18,7,34,10,2,3,3,3,3,8,0,0,SP,0,45
7124,1969,Graduation,Divorced,36997,1,1,01/02/2013,72,43,4,12,8,0,27,5,2,4,5,0,0,CA,0,45
1734,1969,PhD,Together,40706,2,1,17/01/2013,37,59,0,11,4,2,5,4,3,4,7,0,0,SA,0,45
6299,1969,PhD,Divorced,42564,0,1,02/01/2013,28,324,48,186,39,18,198,6,6,4,7,1,0,CA,1,45
7381,1969,Graduation,Divorced,75693,0,0,06/12/2012,10,797,153,293,72,97,30,1,11,6,4,1,0,SP,3,45
7527,1969,Master,Divorced,23748,1,0,21/11/2012,97,6,6,29,12,15,8,3,2,3,8,0,0,SP,0,45
5959,1969,Graduation,Single,35893,1,1,15/10/2012,80,158,0,23,0,0,18,6,3,5,8,0,0,IND,0,45
9645,1969,Graduation,Married,64590,0,0,14/10/2012,98,920,138,168,36,46,30,1,9,10,6,0,0,SP,0,45
6927,1969,PhD,Married,44377,1,1,05/10/2012,70,224,0,30,0,0,10,8,5,5,8,0,0,SA,0,45
1343,1969,Graduation,Together,58554,1,1,26/09/2012,55,368,24,68,38,0,88,6,8,6,7,0,0,US,0,45
4749,1969,Graduation,Together,58554,1,1,26/09/2012,55,368,24,68,38,0,88,6,8,6,7,0,0,IND,0,45
1970,1969,Master,Together,34053,0,1,10/09/2012,14,63,0,21,7,0,12,1,3,3,8,0,0,SP,0,45
10176,1969,Graduation,Single,57107,0,1,24/08/2012,44,159,0,120,0,0,137,7,4,8,8,1,0,SP,2,45
6263,1969,Graduation,Together,35322,1,2,22/08/2012,34,28,9,37,12,7,13,3,2,4,8,0,0,SP,0,45
10542,1969,PhD,Married,36778,1,1,05/08/2012,63,29,4,34,2,4,4,3,3,3,9,0,0,SP,0,45
1386,1968,Graduation,Together,32474,1,1,11/05/2014,0,10,0,1,0,0,0,1,1,2,7,0,0,AUS,0,46
6887,1968,Graduation,Single,79146,1,1,24/04/2014,33,245,16,223,21,43,16,2,8,8,6,0,0,GER,0,46
7500,1968,Graduation,Single,79146,1,1,24/04/2014,33,245,16,223,21,43,16,2,8,8,6,0,0,SP,0,46
1131,1968,PhD,Single,52569,0,1,05/04/2014,54,85,0,3,0,0,7,1,2,4,3,0,0,SA,0,46
641,1968,Graduation,Single,52074,0,1,04/04/2014,77,59,0,12,0,0,48,1,2,2,4,0,0,IND,1,46
2694,1968,Graduation,Married,42664,0,1,18/03/2014,44,21,0,3,0,0,0,1,1,3,6,0,0,SP,0,46
3286,1968,PhD,Divorced,26642,1,0,01/03/2014,71,13,2,15,2,2,8,2,2,3,6,0,0,SP,0,46
6205,1968,Master,Single,32557,1,0,24/02/2014,13,34,3,29,0,4,10,3,2,3,5,1,0,CA,0,46
6931,1968,Graduation,Divorced,76982,0,0,15/02/2014,19,464,151,292,65,60,30,1,8,4,4,1,0,SP,1,46
771,1968,Graduation,Together,54178,0,1,21/01/2014,79,135,9,39,4,0,7,1,2,5,2,0,0,GER,0,46
1991,1968,Graduation,Together,44931,0,1,18/01/2014,0,78,0,11,0,0,7,1,2,3,5,0,0,SP,0,46
10757,1968,PhD,Divorced,28420,1,0,24/12/2013,36,4,2,5,2,0,0,1,1,2,6,0,0,SP,0,46
6327,1968,Graduation,Together,65777,0,0,19/12/2013,87,565,32,435,28,32,54,1,2,6,1,0,0,US,0,46
3388,1968,Graduation,Divorced,70844,1,1,30/10/2013,16,129,26,67,3,67,2,5,6,5,7,0,0,GER,0,46
2826,1968,Graduation,Married,22574,2,1,28/10/2013,28,25,0,8,2,0,2,2,2,3,7,0,0,SP,0,46
5081,1968,2n Cycle,Together,47821,1,1,20/10/2013,54,9,0,16,6,6,10,1,1,3,8,0,0,SP,0,46
606,1968,Graduation,Single,25930,1,1,10/10/2013,87,6,1,2,2,0,4,1,1,2,7,0,0,SP,0,46
1921,1968,PhD,Married,59062,2,1,03/10/2013,74,46,1,12,3,0,9,2,2,3,4,0,0,SP,0,46
5975,1968,PhD,Single,40304,1,0,30/09/2013,82,37,0,17,0,0,3,1,2,3,7,0,0,CA,0,46
7791,1968,Master,Married,37054,1,1,15/09/2013,89,12,1,6,0,1,5,2,1,3,7,0,0,SA,0,46
7446,1968,Master,Together,62513,0,1,09/09/2013,16,520,42,98,0,42,14,2,6,10,6,0,0,US,0,46
6912,1968,PhD,Married,63246,0,2,20/08/2013,60,593,30,91,29,22,7,1,6,12,4,0,0,SP,0,46
6445,1968,Graduation,Together,66825,0,0,14/07/2013,73,243,101,405,29,40,40,1,4,6,2,0,0,SA,0,46
5234,1968,2n Cycle,Together,30753,1,1,11/07/2013,85,12,5,25,0,9,30,2,1,3,5,0,0,CA,0,46
10870,1968,Graduation,Married,61223,0,1,13/06/2013,46,709,43,182,42,118,247,2,9,4,5,0,0,SA,0,46
6409,1968,Graduation,Divorced,57136,0,0,18/05/2013,18,267,140,599,34,12,127,1,7,7,6,1,0,SA,0,46
3321,1968,PhD,Together,56575,0,2,05/05/2013,42,421,5,90,0,16,10,3,7,7,5,0,0,CA,0,46
10598,1968,Graduation,Together,27943,1,1,15/04/2013,89,12,1,16,4,1,3,3,2,3,8,0,0,SP,0,46
8911,1968,PhD,Married,56320,0,1,08/04/2013,11,201,53,172,116,77,83,3,5,9,4,0,0,SP,0,46
1685,1968,PhD,Together,62981,0,0,17/03/2013,21,796,14,590,38,44,0,1,4,13,3,0,0,CA,1,46
5153,1968,PhD,Married,77766,0,1,22/02/2013,97,1004,59,265,115,59,27,2,11,11,6,1,0,SP,1,46
10402,1968,Graduation,Married,35441,1,1,14/02/2013,94,25,1,9,2,1,1,2,1,3,8,0,0,CA,0,46
238,1968,2n Cycle,Together,67309,1,1,23/01/2013,76,515,47,181,149,95,95,15,9,9,7,0,0,SP,0,46
8920,1968,Master,Single,59235,1,0,12/01/2013,4,448,40,469,80,0,91,3,11,12,7,0,0,IND,0,46
5837,1968,Graduation,Married,51479,1,1,28/12/2012,67,247,8,160,6,8,65,7,6,6,7,0,0,SP,0,46
1544,1968,Master,Divorced,81380,0,0,22/12/2012,51,741,68,689,224,68,103,1,4,10,2,0,0,CA,0,46
9648,1968,Graduation,Single,46904,1,1,03/11/2012,20,153,4,56,0,9,31,4,5,4,8,0,0,SP,0,46
4640,1968,Graduation,Divorced,70647,0,1,21/09/2012,65,561,85,171,25,123,114,2,4,13,2,0,0,SA,0,46
4910,1968,Graduation,Divorced,68743,0,0,30/08/2012,81,1132,134,384,175,134,115,1,11,13,7,0,0,US,0,46
10992,1968,Graduation,Together,75702,1,1,29/08/2012,77,650,28,353,45,42,30,5,4,11,8,0,0,SA,0,46
5831,1968,Graduation,Married,77870,0,1,22/08/2012,93,1017,50,500,65,50,133,3,5,5,8,1,0,SP,2,46
10827,1968,PhD,Married,36947,1,1,07/08/2012,49,88,3,21,4,1,29,4,3,4,9,0,0,AUS,0,46
4550,1967,Master,Together,33564,0,1,24/06/2014,51,61,0,3,0,0,7,1,1,3,5,0,0,SP,0,47
4050,1967,Master,Married,49605,0,0,21/06/2014,65,42,16,29,12,20,8,1,2,4,3,0,0,CA,0,47
6679,1967,Graduation,Single,33279,0,0,12/06/2014,29,10,3,3,0,0,0,1,0,3,3,0,0,SP,0,47
868,1967,Graduation,Married,44794,0,1,08/06/2014,99,54,0,7,0,0,4,1,2,3,6,0,0,SA,0,47
7212,1967,Graduation,Married,44794,0,1,08/06/2014,99,54,0,7,0,0,4,1,2,3,6,0,0,AUS,0,47
9725,1967,PhD,Together,28764,1,1,05/06/2014,16,8,0,3,0,0,1,1,1,2,8,0,0,SP,1,47
7186,1967,PhD,Together,30843,1,1,26/05/2014,43,24,0,2,0,0,9,2,1,2,5,0,0,IND,1,47
10102,1967,Graduation,Widow,79946,0,0,12/05/2014,19,395,183,565,166,141,28,1,5,5,3,0,0,SA,0,47
5223,1967,Master,Together,45903,0,1,23/04/2014,80,33,8,10,2,10,3,2,2,3,4,0,0,SA,0,47
10129,1967,Graduation,Together,82427,0,0,12/03/2014,35,482,147,509,104,107,107,1,3,12,1,0,0,SP,1,47
832,1967,PhD,Together,65814,0,1,02/03/2014,90,561,14,113,10,14,35,3,8,10,5,0,0,SP,0,47
4609,1967,PhD,Married,57705,0,1,11/01/2014,14,383,0,53,6,4,40,3,8,6,6,0,0,SP,0,47
2639,1967,Graduation,Single,43602,1,1,10/01/2014,45,19,5,12,10,3,19,3,3,2,6,0,0,SA,0,47
1158,1967,Graduation,Divorced,48877,0,1,05/01/2014,27,102,1,15,2,0,24,1,3,4,7,0,0,SP,0,47
9699,1967,Graduation,Divorced,67272,0,1,21/12/2013,12,357,35,271,28,28,14,3,6,12,5,0,0,SP,0,47
3050,1967,Graduation,Married,54198,1,1,17/12/2013,13,185,0,28,3,2,17,6,3,6,4,0,0,SP,0,47
6237,1967,PhD,Single,7144,0,2,07/12/2013,92,81,4,33,5,2,291,0,23,1,0,0,0,SP,0,47
4370,1967,Graduation,Together,43482,2,1,13/11/2013,83,18,1,32,6,3,28,3,2,4,6,0,0,IND,0,47
9185,1967,PhD,Single,69759,0,0,28/10/2013,38,452,20,514,13,30,0,3,4,5,3,1,0,SP,0,47
6940,1967,PhD,Single,46734,1,2,21/10/2013,86,100,1,39,6,1,76,4,3,3,6,0,0,SP,1,47
4754,1967,Master,Married,33585,0,1,25/09/2013,91,30,11,33,13,6,29,1,2,4,4,0,0,SP,0,47
10242,1967,PhD,Together,47472,1,1,16/09/2013,39,56,0,11,0,0,8,2,2,4,5,0,0,SP,0,47
3934,1967,Graduation,Married,61286,0,1,02/08/2013,34,356,0,107,19,9,117,2,7,8,5,0,0,IND,0,47
2493,1967,Graduation,Married,61286,0,1,02/08/2013,34,356,0,107,19,9,117,2,7,8,5,0,0,GER,0,47
966,1967,Graduation,Married,44529,0,1,05/07/2013,98,538,13,91,17,6,26,6,6,11,5,0,0,SP,1,47
7053,1967,PhD,Single,78420,0,0,29/06/2013,75,604,28,674,91,28,28,1,3,8,1,0,0,SA,0,47
5841,1967,Graduation,Together,60894,0,1,28/06/2013,61,606,7,155,10,0,54,5,10,8,7,0,0,SP,0,47
5543,1967,Graduation,Together,57811,0,1,24/06/2013,49,545,7,114,37,21,78,5,7,11,5,0,0,SP,1,47
4706,1967,Graduation,Single,34704,0,1,27/04/2013,65,29,0,5,0,1,5,1,1,3,5,0,0,CA,0,47
10383,1967,Graduation,Divorced,70287,0,0,02/04/2013,30,295,35,482,121,120,40,1,5,10,3,1,0,AUS,0,47
115,1967,Master,Single,43456,0,1,26/03/2013,0,275,11,68,25,7,7,3,5,8,5,0,0,IND,0,47
6798,1967,Graduation,Single,37070,1,1,20/03/2013,30,231,7,137,4,15,39,9,5,8,7,1,0,SA,0,47
4168,1967,Graduation,Single,37070,1,1,20/03/2013,30,231,7,137,4,15,39,9,5,8,7,1,0,SP,0,47
635,1967,Master,Married,57183,1,1,19/03/2013,51,464,5,64,7,0,70,8,9,7,8,0,0,SP,0,47
6690,1967,Master,Married,38179,1,1,14/03/2013,30,38,4,22,4,2,20,4,3,3,7,0,0,SA,0,47
6281,1967,Graduation,Divorced,55686,0,1,14/02/2013,27,673,0,199,37,47,26,2,6,5,4,0,0,SP,1,47
