ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,AmtLiq,AmtVege,AmtNonVeg,AmtPes,AmtChocolates,AmtComm,NumDeals,NumWebBuy,NumWalkinPur,NumVisits,Response,Complain,Country,Count_success
3381,1954,maStER,mARRIED,"$54,348.00",1,1,08/06/2014,51,70,0,16,0,0,4,2,2,4,6,0,0,CA,0
10556,1960,Graduation,mARRIED,"$54,984.00  ",0,1,"May 24, 2014",51,173,13,131,32,3,6,4,6,6,7,0,0,sp,1
9467,1985,GRADUATION,sIngLE,"$34,738.00",1,0,05/11/14,51,3,2,10,3,0,2,1,1,3,6,0,0,sp,0
2891,1964,graduation,DIVORCED,"$68,118.00  ",0,1,2013.10.18,51,595,23,123,10,23,154,2,8,4,6,0,0,uS,0
5011,1964,GRADUATION,divOrCED,"$68,118.00  ",0,1,18/10/2013,51,595,23,123,10,23,154,2,8,4,6,0,0,sp,0
8140,1974,Graduation,TOGETHER,"$22,682.00",1,0,2013.10.03,51,10,14,29,4,2,36,3,2,4,4,0,0,AUS,0
11039,1976,gRADUATION,mARRIED,"$51,948.00",0,1,09/17/13,51,82,33,54,71,30,41,2,5,4,5,0,0,SP,0
78,1970,GRADUATION,mARRIED,"$25,293.00",1,0,09-15-2013,51,15,0,11,0,2,9,1,1,2,8,0,0,sp,0
5517,1970,GradUATION,MARRIED,"$25,293.00  ",1,0,"September 15, 2013",51,15,0,11,0,2,9,1,1,2,8,0,0,aus,0
5290,1965,phd,MARRIED,"$41,551.00",1,1,14/08/2013,51,220,0,33,3,0,23,5,5,5,8,0,0,ca,0
4128,1963,Phd,together,"$56,067.00",0,1,2013.07.20,51,517,12,54,16,6,120,2,7,7,5,0,0,SA,0
8534,1953,gradUaTioN,marRIEd,"$67,433.00",0,2,2013.07.16,51,615,28,259,12,48,30,4,6,13,4,0,0,sp,1
9592,1984,gRADUATION,Together,"$22,010.00",1,0,2013.06.30,51,11,2,9,3,0,8,2,2,3,8,0,0,sp,0
8957,1953,2N CYCLE,SInGle,"$64,831.00",1,1,"June 10, 2013",51,480,86,249,75,86,144,8,6,5,6,0,0,sa,0
9308,1955,gradUaTioN,married,"$62,820.00",0,0,"May 11, 2013",51,398,61,265,138,61,53,1,3,6,1,0,0,SA,0
544,1955,graduation,MarrIeD,"$62,820.00",0,0,05/11/13,51,398,61,265,138,61,53,1,3,6,1,0,0,sp,0
5989,1960,2N CYCLE,dIVORCED,"$78,353.00",0,1,"April 16, 2013",51,752,122,476,39,153,34,1,10,11,8,0,0,Ca,0
635,1967,mASTER,MARRIED,"$57,183.00",1,1,03/19/13,51,464,5,64,7,0,70,8,9,7,8,0,0,Sp,0
6673,1966,gRaduATiOn,sINGLE,"$23,478.00",0,0,"March 19, 2013",51,28,6,27,12,17,39,1,3,3,8,0,0,US,0
1710,1979,GRADUATION,Single,"$30,168.00",1,0,03/07/13,51,154,20,66,0,12,27,7,6,4,9,0,0,Sp,0
523,1990,Graduation,MaRRIEd,"$37,155.00",1,0,31/01/2013,51,23,0,26,7,15,3,1,2,4,5,0,0,sp,0
8977,1986,BASIC,sINgLE,"$16,581.00",0,0,01-12-2013,51,1,3,4,2,3,11,1,0,3,4,0,0,sp,0
9736,1981,gRADUATION,MaRriED,"$41,850.00",1,1,24/12/2012,51,53,5,19,2,13,4,3,3,3,8,0,0,us,0
1544,1968,Master,DIVORCED,"$81,380.00",0,0,2012.12.22,51,741,68,689,224,68,103,1,4,10,2,0,0,ca,0
6575,1982,graduation,Together,"$56,386.00",1,1,10-27-2012,51,230,48,214,13,32,75,8,9,7,9,0,0,SA,0
6147,1972,gRADuaTIoN,dIVORCED,"$25,818.00  ",1,0,2012.10.18,51,5,2,8,2,2,9,1,0,2,7,0,0,ger,0
6354,1985,Graduation,Together,"$15,345.00",1,0,31/08/2012,51,5,2,16,3,2,19,2,1,2,8,1,0,Sp,0
4769,1978,master,Together,"$57,954.00",1,1,"June 18, 2014",52,456,4,24,0,0,9,7,8,6,7,0,0,Sp,1
7540,1953,graduation,MARRied,"$50,300.00",0,1,2014.05.25,52,143,15,60,24,23,5,2,2,8,2,0,0,sp,0
5247,1956,pHd,MArrIeD,"$38,725.00  ",1,1,"May 10, 2014",52,31,0,6,2,1,5,2,1,4,4,0,0,sp,0
5987,1990,2n cycle,TOGETHER,"$10,404.00",1,0,05/04/14,52,2,2,11,10,6,12,2,1,4,5,0,0,sp,0
9960,1992,Basic,sINGLE,"USD 26,868.00",1,0,30/04/2014,52,0,0,1,8,3,2,1,1,2,7,0,0,Sa,0
10972,1950,Graduation,widow,"USD 72,298.00",0,0,03/10/14,52,625,35,169,58,17,35,1,4,6,1,0,0,SP,2
1399,1959,gRADUATION,married,"$72,905.00",0,0,"January 21, 2014",52,407,114,445,181,165,203,1,3,9,1,0,0,sp,1
2698,1977,GRADUATION,single,"$47,025.00",0,1,11-07-2013,52,254,7,108,20,0,26,3,6,5,6,0,0,Us,0
6340,1986,graduation,sINGLE,"$29,938.00",1,0,10-27-2013,52,3,3,7,0,2,11,2,1,3,6,0,0,Sa,0
4107,1949,Phd,tOGETHER,"USD 46,681.00",0,2,"08 Oct, 13",52,269,15,69,15,19,38,2,4,4,5,0,0,sp,0
10906,1949,PHD,Together,"$46,681.00",0,2,2013.10.08,52,269,15,69,15,19,38,2,4,4,5,0,0,sA,0
2557,1971,master,SINGLE,"$29,548.00",1,0,29/08/2013,52,7,1,6,3,1,11,1,1,2,4,0,0,sp,1
8786,1957,mASTER,married,"$62,058.00",0,1,2013.05.26,52,301,7,74,10,0,58,4,6,7,6,0,0,geR,0
6119,1964,pHd,SINGLE,"$36,736.00  ",1,1,"10 May, 13",52,10,0,3,0,0,4,1,1,2,6,0,0,Sp,0
2980,1953,Master,sINGLE,"$8,820.00  ",1,1,03-22-2013,52,12,0,13,4,2,4,4,3,3,8,0,0,Ca,0
3850,1964,Basic,tOGETHER,"$14,918.00",0,1,2012.12.07,52,3,3,3,15,4,15,1,1,3,6,0,0,iNd,0
1077,1975,gRADUATION,Together,"$56,715.00",0,0,"05 Dec, 12",52,258,105,239,237,172,9,1,7,4,4,0,0,Sp,0
9733,1979,Basic,together,"$24,882.00",1,0,09/09/2012,52,1,4,10,29,0,36,1,1,2,6,0,0,IND,1
8462,1979,BASIc,togeTHer,"$24,882.00",1,0,09/09/2012,52,1,4,10,29,0,36,1,1,2,6,0,0,sp,1
4764,1953,MASTER,tOGETHER,"$40,442.00",1,1,19/08/2012,52,45,12,52,25,22,13,4,3,4,7,1,0,SA,0
2223,1966,2n cycle,DivORCeD,"$64,176.00",0,1,2012.08.03,52,1215,33,249,64,116,149,8,8,8,6,0,0,Sp,0
7788,1984,Phd,MARRIED,"$23,536.00",1,0,"June 04, 2014",53,6,0,3,0,0,1,1,0,3,3,0,0,SP,0
5827,1959,GraduatiON,Divorced,"$35,246.00",1,1,16/04/2014,53,36,0,12,2,2,10,4,3,3,5,0,0,Sa,0
2958,1979,GRADUATION,marrIeD,"USD 28,442.00",2,0,"24 Feb, 14",53,19,3,10,11,8,6,3,2,4,4,0,0,SP,0
4954,1957,GRADUATION,MARRIED,"$48,195.00",1,1,01/21/14,53,106,27,68,52,7,5,6,4,5,6,0,0,SP,0
3139,1983,2N cYCLE,SINGLE,"$74,116.00",0,0,2013.12.30,53,871,111,704,145,55,166,1,4,10,2,0,0,SA,1
9952,1948,mASTER,tOGETHER,"$78,093.00",0,0,11/12/2013,53,368,32,639,13,43,10,1,4,5,1,0,0,SA,0
8180,1953,mASTER,Divorced,"$59,354.00",1,1,11-15-2013,53,233,2,53,3,5,14,3,6,5,6,0,0,US,0
3276,1977,2n cycle,together,"$36,301.00",1,0,"October 25, 2013",53,11,12,35,3,5,12,1,3,3,7,0,0,Sa,0
4994,1944,mAstER,single,"$77,598.00",0,0,2013.10.01,53,1193,33,281,129,66,33,1,7,13,3,0,0,sP,1
3598,1973,Graduation,Married,"$62,710.00",0,1,"23 May, 13",53,441,35,83,7,29,11,4,4,12,4,0,0,sp,0
945,1966,GRadUATIon,tOGETHER,"$36,317.00",0,1,"22 May, 13",53,87,3,25,3,2,13,2,3,4,7,0,0,sp,0
5048,1972,pHd,Single,"$42,767.00",2,0,2013.05.11,53,20,6,43,19,5,38,1,3,2,8,0,0,Sa,0
6214,1983,Master,mARRIED,"$43,815.00  ",1,0,04/05/13,53,14,10,29,4,7,15,1,2,3,6,0,0,SP,0
6230,1972,GRaduatIon,DIVORCED,"$44,421.00",1,1,02-15-2013,53,110,5,59,7,1,7,5,5,4,8,0,0,Sp,0
2968,1944,PHD,dIVORCED,"$48,948.00",0,0,01/02/2013,53,437,8,206,160,49,42,2,7,5,6,1,0,AUS,1
8800,1944,PHD,DivORced,"$48,948.00",0,0,"01 Feb, 13",53,437,8,206,160,49,42,2,7,5,6,1,0,Sa,1
1907,1951,MASTER,dIvOrCed,"$63,120.00",0,1,"September 28, 2012",53,965,69,279,54,41,69,5,8,9,7,1,0,Sp,0
10478,1951,Phd,mARRIED,"$55,517.00",1,1,27/09/2012,53,483,0,108,0,6,36,5,11,6,9,1,0,Sa,0
4188,1958,Graduation,sINGLE,"$36,864.00",0,1,08-13-2012,53,204,5,39,17,0,89,3,5,4,8,1,0,aus,0
2225,1978,GrADuatIOn,dIVORCED,"$82,582.00  ",0,0,"07 Jun, 14",54,510,120,550,156,40,241,1,4,7,1,1,0,aus,2
4790,1959,GRaDUAtion,Divorced,"$79,803.00",0,1,"June 02, 2014",54,574,8,216,21,16,33,1,4,5,1,0,0,Sp,0
1131,1968,pHd,SINGLE,"$52,569.00",0,1,05/04/2014,54,85,0,3,0,0,7,1,2,4,3,0,0,sa,0
202,1949,PHd,widow,"$82,032.00",0,0,"05 Apr, 14",54,332,194,377,149,125,57,0,4,7,1,0,0,ind,0
9589,1949,Phd,WIDOW,"$82,032.00",0,0,05/04/2014,54,332,194,377,149,125,57,0,4,7,1,0,0,ind,0
3900,1973,GRADUATION,MARRIED,"$65,685.00",0,1,29/03/2014,54,642,14,49,0,7,57,1,9,9,5,0,0,cA,0
9958,1973,gRADuatIoN,MARRIED,"$65,685.00  ",0,1,"29 Mar, 14",54,642,14,49,0,7,57,1,9,9,5,0,0,aus,0
8955,1958,PhD,Together,"$40,451.00",0,2,"16 Feb, 14",54,35,0,4,0,0,10,1,1,2,5,0,0,SP,1
10033,1974,2n CYcle,Divorced,"$31,163.00  ",1,0,2014.02.13,54,2,3,10,11,2,10,1,1,3,6,0,0,ger,0
5751,1974,2N CYCLE,dIVORCED,"$31,163.00",1,0,2014.02.13,54,2,3,10,11,2,10,1,1,3,6,0,0,Ca,0
3308,1953,Graduation,married,"$35,704.00",1,1,2014.01.03,54,30,9,12,2,11,30,3,2,4,4,0,0,sa,0
7297,1974,gRADUATION,SINGLE,"$7,500.00",1,0,12-26-2013,54,5,3,10,12,7,20,4,3,3,7,0,0,sa,0
8008,1984,GRADUATION,tOGETHER,"$36,075.00",1,0,"09 Dec, 13",54,46,0,30,12,1,30,1,2,4,6,0,0,Sp,0
1232,1983,phd,together,"$70,038.00",0,0,"October 25, 2013",54,587,54,348,71,54,130,1,4,8,2,0,0,ger,0
2345,1983,phd,Together,"$70,038.00",0,0,25/10/2013,54,587,54,348,71,54,130,1,4,8,2,0,0,aus,0
1628,1972,gRADUATION,TOGETHER,"$71,796.00",0,0,"October 24, 2013",54,354,21,311,167,75,32,1,9,4,4,0,0,SA,0
5081,1968,2n cycle,TogEtheR,"$47,821.00",1,1,"20 Oct, 13",54,9,0,16,6,6,10,1,1,3,8,0,0,SP,0
839,1976,Phd,mArrIeD,"$45,503.00",1,0,09-25-2013,54,97,4,44,6,1,18,1,3,4,5,0,0,sp,0
3706,1979,GRADUATION,single,"$28,647.00",1,0,"21 Aug, 13",54,19,8,29,0,12,26,1,2,2,7,1,0,sp,1
5154,1973,MasTer,dIVORCED,"$37,760.00",1,0,2013.08.11,54,26,3,13,2,10,0,1,2,3,6,0,0,sp,0
8584,1953,PHD,Together,"$85,431.00",0,0,"08 Jun, 13",54,376,53,462,168,53,53,1,2,7,0,0,0,sp,0
6583,1956,2N CYCLE,mARRIED,"$72,635.00  ",0,0,2013.06.03,54,390,22,323,104,35,107,1,6,6,3,0,0,sp,1
3433,1956,2N CYCLE,married,"$72,635.00  ",0,0,2013.06.03,54,390,22,323,104,35,107,1,6,6,3,0,0,SP,1
10486,1949,GRadUaTioN,mARRIED,"$77,142.00  ",0,0,29/05/2013,54,476,75,162,29,151,97,1,4,8,2,0,0,sp,0
8687,1979,GRADUATION,together,"$53,172.00",0,1,05-06-2013,54,121,62,90,68,20,125,3,2,8,3,0,0,Ind,0
7842,1969,gRADUATION,Single,"$36,065.00",1,1,2013.03.31,54,18,7,34,10,2,3,3,3,3,8,0,0,sp,0
3749,1974,GRADUATION,TogEthEr,"$73,926.00  ",0,0,"02 Mar, 13",54,627,91,597,159,91,15,1,6,12,3,0,0,Ca,0
1331,1978,gRADUATION,Single,"$35,790.00",1,0,02/01/2013,54,12,6,20,30,1,3,2,2,3,7,0,0,AUS,0
5995,1963,graduation,divorCED,"$39,552.00",1,1,18/12/2012,54,165,3,147,4,24,41,7,6,5,8,1,0,sp,0
8985,1965,2N CYCLE,tOGETHER,"$68,316.00",0,1,04/11/2012,54,806,80,161,120,11,33,5,10,10,6,0,0,SP,0
2798,1978,pHD,TOGETHER,"USD 102,160.00",0,0,11-02-2012,54,763,29,138,76,176,58,0,7,10,4,1,0,sa,3
7108,1966,MASTER,Widow,"$51,390.00",1,1,09/08/12,54,205,20,47,23,2,56,6,5,5,5,0,0,Sa,0
2781,1982,GRADuATIon,siNGle,"USD 72,066.00",0,0,06-23-2014,55,1003,34,536,134,51,34,1,4,6,2,1,0,sa,2
3623,1977,GRADuaTION,togETher,"$21,675.00  ",1,0,06-11-2014,55,4,0,16,17,4,4,3,4,3,7,0,0,Ind,0
194,1966,Graduation,Married,"$48,006.00",1,1,2014.06.09,55,23,0,11,3,2,2,1,1,3,6,0,0,Sp,0
10833,1976,Graduation,mARRIED,"$65,106.00",0,1,24/05/2014,55,790,19,133,12,0,19,3,8,13,6,0,0,sp,1
2315,1961,gRADUATION,DIvorced,"USD 58,401.00",0,1,2014.04.20,55,10,0,11,17,29,29,1,1,2,4,0,0,sp,0
6336,1961,gRADUATION,Married,"$29,315.00  ",1,1,04-06-2014,55,13,2,14,8,7,4,4,2,4,6,0,0,sa,0
10738,1952,Master,single,"$49,389.00",1,1,"29 Aug, 13",55,40,0,19,2,1,3,1,2,3,7,0,0,AUS,0
8286,1966,Phd,tOGEThER,"USD 51,717.00",0,1,08-20-2013,55,98,1,17,0,1,5,1,3,4,7,0,0,Sa,1
2166,1961,2N cYCLE,Widow,"$46,779.00",1,1,07-12-2013,55,12,1,3,0,0,7,1,0,2,4,0,0,SA,0
10691,1961,Master,married,"$28,520.00",1,1,2013.06.14,55,11,0,10,0,2,20,1,1,2,6,0,0,sp,0
9739,1964,Graduation,SINGLE,"$34,377.00",0,1,"January 19, 2013",55,62,0,22,3,1,26,2,2,2,7,0,0,sp,0
1829,1962,PHD,divorced,"$54,959.00",0,1,"January 19, 2013",55,1148,0,60,0,0,24,3,9,4,7,1,0,Sp,1
6260,1956,MASTER,tOGETHER,"$82,384.00",0,0,"19 Nov, 12",55,984,51,432,180,120,190,1,3,13,1,1,0,AUS,1
10448,1957,gRADUATION,siNgle,"$46,998.00  ",0,1,10-22-2012,55,172,41,86,45,6,27,5,5,5,7,0,0,sP,1
1343,1969,graduation,tOGETHER,"$58,554.00",1,1,2012.09.26,55,368,24,68,38,0,88,6,8,6,7,0,0,US,0
4749,1969,gRADUATION,tOGETHER,"$58,554.00",1,1,2012.09.26,55,368,24,68,38,0,88,6,8,6,7,0,0,ind,0
531,1955,PHD,Divorced,"$57,333.00  ",0,1,09-22-2012,55,941,14,397,76,58,176,11,8,9,6,1,0,SP,0
6905,1995,GRADUATION,tOgetHER,"USD 80,685.00",0,0,08/22/12,55,241,45,604,34,26,54,1,6,10,2,0,0,sp,0
1045,1966,GRADUATION,tOGETHER,"USD 52,117.00",0,1,2012.08.16,55,112,10,107,30,0,20,2,5,4,7,0,0,sp,0
4012,1973,phd,Together,"$62,220.00",0,1,08-11-2012,55,799,12,375,16,12,12,5,7,5,6,1,0,ger,0
5529,1947,Phd,tOGETHER,"USD 64,014.00",2,1,10/06/2014,56,406,0,30,0,0,8,7,8,5,7,0,0,ca,1
4001,1947,PHD,together,"$64,014.00",2,1,2014.06.10,56,406,0,30,0,0,8,7,8,5,7,0,0,Sa,1
10420,1956,master,DIvorCeD,"$46,390.00  ",0,1,"May 05, 2014",56,95,14,64,2,9,38,1,4,3,7,0,0,US,0
7723,1980,GRADUAtiOn,TOGETHER,"$75,507.00",0,0,"May 02, 2014",56,709,93,374,104,80,80,1,8,6,3,0,0,GER,0
2963,1980,GRaduATioN,toGEthER,"$75,507.00",0,0,2014.05.02,56,709,93,374,104,80,80,1,8,6,3,0,0,Aus,0
10634,1952,MASTER,Married,"$59,412.00",0,0,04/19/14,56,90,67,165,30,43,11,1,4,8,3,0,0,SP,0
5180,1969,PhD,Divorced,"$50,616.00  ",0,1,"April 18, 2014",56,128,0,16,0,1,4,2,4,4,7,0,0,sp,0
6866,1970,mAsTER,togEtheR,"$35,924.00",1,1,2014.03.23,56,8,0,14,2,3,7,1,1,3,5,0,0,sa,0
1328,1983,2N Cycle,MARRIED,"$57,937.00",0,1,2014.02.16,56,261,42,144,55,48,133,3,4,9,3,0,0,Sa,0
1139,1985,PHD,mARRIED,"$73,356.00",0,0,2014.02.06,56,1050,14,322,0,14,112,1,5,5,2,1,0,SP,3
4961,1975,master,Together,"$21,255.00",1,0,"January 21, 2014",56,29,0,25,2,2,3,4,2,4,4,0,0,SP,0
5177,1975,MASTER,mARRIED,"$58,494.00  ",0,1,12-12-2013,56,298,7,68,4,0,19,2,6,6,6,0,0,sa,0
2075,1970,GRADUATION,Married,"$72,460.00",0,0,2013.11.14,56,377,10,540,80,30,10,1,3,7,1,0,0,sa,0
3428,1992,PHD,Together,"$68,682.00",0,0,10-06-2013,56,919,0,505,99,30,45,1,4,10,2,0,0,sp,0
4500,1992,pHD,Together,"$68,682.00  ",0,0,10/06/13,56,919,0,505,99,30,45,1,4,10,2,0,0,sp,0
7369,1982,MASTER,Married,"$36,959.00",1,0,2013.10.02,56,25,6,25,6,0,0,2,2,3,8,0,0,sp,0
4381,1972,PHD,married,"$46,463.00",1,1,08/18/13,56,163,2,40,8,11,11,7,3,6,6,0,0,SP,0
9964,1980,gRADUATION,SINGLE,"$61,825.00",0,1,08/07/13,56,162,50,100,55,30,27,1,4,8,4,0,0,SP,0
1630,1980,GRADUATION,single,"$61,825.00",0,1,08-07-2013,56,162,50,100,55,30,27,1,4,8,4,0,0,sp,0
5012,1990,gRADUATION,MARrIED,"$28,691.00",1,0,"04 Jul, 13",56,5,4,13,8,0,4,1,1,3,8,0,0,Sp,0
6918,1990,gRADUATION,Married,"$28,691.00  ",1,0,04/07/2013,56,5,4,13,8,0,4,1,1,3,8,0,0,SP,0
7822,1977,gRADUATION,Together,"$54,058.00",0,1,2013.06.04,56,198,18,252,32,108,54,2,4,8,3,0,0,SP,0
10156,1976,GRADUATION,SingLe,"$84,196.00  ",0,1,"03 Jun, 13",56,215,63,507,231,31,190,1,8,7,3,0,0,sp,0
3033,1964,Master,together,"$38,620.00",0,0,"11 May, 13",56,112,17,44,34,22,89,1,2,3,3,0,0,Aus,0
4119,1964,Master,Together,"$38,620.00",0,0,"11 May, 13",56,112,17,44,34,22,89,1,2,3,3,0,0,gER,0
11110,1974,GRADUATION,Single,"$3,502.00",1,0,04/13/13,56,2,1,1,0,0,1,0,0,0,14,0,0,IND,0
332,1958,GRADuatIon,Married,"$47,743.00",0,1,03/22/13,56,198,2,43,0,12,20,3,4,6,6,0,0,sp,1
737,1950,phd,Married,"$80,360.00",0,0,"03 Mar, 13",56,1493,86,454,112,43,43,2,4,5,2,0,0,Sp,3
10319,1972,Graduation,mARRIED,"$66,303.00",0,1,"26 Feb, 13",56,1090,12,96,16,12,60,4,3,11,8,0,0,SP,1
2683,1970,graduation,married,"$52,413.00",0,2,02/02/2013,56,295,106,271,75,98,65,4,6,12,6,0,0,CA,0
3445,1957,GRADUATION,Single,"$60,714.00",0,0,"January 17, 2013",56,216,162,224,101,92,162,2,7,10,5,1,0,sa,0
10913,1985,mASter,SINGLE,"USD 31,385.00",1,0,12/05/12,56,3,2,12,0,1,9,1,1,2,8,1,0,sp,1
4427,1996,2n cyclE,SinGlE,"$83,257.00",0,0,18/09/2012,56,536,27,590,38,107,67,1,5,12,6,1,1,SP,2
8717,1976,PHD,mARRIED,"$80,427.00  ",0,1,"12 Sep, 12",56,1149,71,449,69,71,26,1,11,8,5,0,0,INd,0
2066,1950,Graduation,tOGETHER,"$38,823.00",0,1,"30 Aug, 12",56,70,0,11,2,8,23,1,2,3,6,0,0,sp,0
3340,1978,Graduation,mARRIED,"$42,014.00",1,0,08-17-2012,56,244,15,108,4,15,50,6,7,6,8,1,0,cA,0
8685,1978,GRADUATION,married,"$42,014.00  ",1,0,"August 17, 2012",56,244,15,108,4,15,50,6,7,6,8,1,0,SA,0
4149,1949,phd,Together,"$76,140.00",0,0,"May 13, 2014",57,586,66,653,17,0,26,1,5,6,2,0,0,SP,0
8726,1965,2N Cycle,Divorced,"$41,713.00",1,1,04-29-2014,57,77,8,44,10,10,25,5,3,4,6,0,0,ca,0
2295,1955,pHd,married,"$62,670.00",0,1,2014.02.02,57,539,30,92,80,46,38,1,5,13,3,0,0,Sa,0
3283,1973,2n cycle,married,"$70,932.00",0,1,"19 Jan, 14",57,200,193,100,46,185,185,2,6,12,3,0,0,SP,0
1915,1952,phd,MARRIed,"$78,939.00  ",0,0,"December 12, 2013",57,794,115,243,150,0,205,1,8,6,3,0,0,GER,0
800,1961,Graduation,TOGETHER,"USD 44,512.00",1,1,08/30/13,57,23,1,6,0,0,2,2,1,3,4,0,0,sa,0
9166,1969,GRAdUAtION,mARRIED,"$63,967.00  ",0,1,"August 09, 2013",57,387,84,141,73,35,162,3,4,12,2,0,0,sp,0
5147,1949,gRAdUaTIon,SINGLE,"$90,842.00  ",0,0,"29 Jul, 13",57,774,70,118,182,187,93,1,4,13,1,0,0,sp,0
13,1948,PHD,widow,"$25,358.00",0,1,07-22-2013,57,19,0,5,0,0,8,2,1,3,6,0,0,sa,0
8724,1983,Graduation,SINGLE,"$28,567.00",1,0,2013.06.17,57,11,3,22,2,2,6,2,2,3,6,0,0,SP,0
9381,1979,gRADUATION,married,"$66,373.00",1,1,06-12-2013,57,328,9,124,12,24,109,7,4,10,3,0,0,aus,0
9384,1979,gRADUATION,married,"USD 66,373.00",1,1,12/06/2013,57,328,9,124,12,24,109,7,4,10,3,0,0,Aus,0
3560,1953,Graduation,tOGETHER,"$83,844.00",0,0,"May 12, 2013",57,901,31,345,75,31,191,1,4,11,1,0,0,ger,1
241,1953,graDuaTIOn,together,"USD 83,844.00",0,0,"May 12, 2013",57,901,31,345,75,31,191,1,4,11,1,0,0,SP,1
7521,1953,gRADUATION,Together,"$83,844.00",0,0,05-12-2013,57,901,31,345,75,31,191,1,4,11,1,0,0,CA,1
9799,1969,PhD,dIVORCED,"$83,664.00",1,1,05/08/13,57,866,21,151,28,21,86,3,2,12,5,0,0,Sp,0
5123,1952,MASTER,Married,"$27,450.00",0,0,2013.04.15,57,37,12,23,8,11,52,1,2,3,7,0,0,SP,0
448,1979,pHd,Single,"$54,880.00",1,0,03-01-2013,57,308,85,137,102,45,118,2,6,11,5,0,0,sP,0
4837,1966,Phd,MArriED,"$71,322.00",0,1,"February 16, 2013",57,753,43,226,69,10,204,2,8,13,4,0,0,SP,0
9365,1977,Phd,sINGLE,"$60,000.00",0,1,22/12/2012,57,1048,0,217,0,0,12,5,11,5,6,0,0,SP,0
8932,1970,mASTER,toGEtheR,"$65,176.00",0,1,29/10/2012,57,960,28,183,220,70,70,4,9,6,6,0,0,SA,0
7055,1953,phd,Together,"$61,010.00  ",0,1,10/09/12,57,888,0,57,0,0,76,2,8,11,5,0,0,ca,0
3537,1982,gRADUATION,tOGETHER,"$31,089.00",1,0,08-17-2012,57,31,3,31,2,8,4,3,3,4,8,0,0,Sp,0
9081,1989,GRADUATION,sINgLe,"$20,518.00",1,0,05-18-2014,58,4,1,6,4,1,9,1,1,2,5,0,0,SP,0
4988,1949,Phd,MARRIED,"$34,469.00  ",1,1,05-04-2014,58,19,6,20,0,5,12,3,1,4,4,0,0,sa,0
1050,1953,graduation,married,"$28,332.00",0,0,04/30/14,58,14,10,13,4,15,9,1,2,4,2,0,0,GEr,0
5610,1966,GrAdUatION,tOGETHER,"$33,456.00  ",1,1,04/21/14,58,7,3,10,8,1,7,2,1,3,7,0,0,ind,0
3526,1969,Phd,MaRriED,"$38,443.00  ",1,1,27/01/2014,58,32,0,5,0,0,1,2,1,3,7,0,0,SP,0
5136,1974,gRadUAtioN,siNGLE,"$65,333.00  ",0,1,17/01/2014,58,654,7,92,0,15,30,7,9,8,6,0,0,ca,2
1411,1953,GRADUATION,Divorced,"$82,623.00",0,0,11/10/13,58,204,34,204,172,153,173,1,2,4,1,0,0,sp,0
701,1972,GRADUATION,Married,"USD 73,691.00",0,1,06/11/2013,58,707,21,250,85,43,73,2,6,8,2,0,0,sp,1
6203,1948,gRADUATION,TOGETHER,"$74,485.00",0,0,08-24-2013,58,499,149,815,173,49,49,1,6,12,3,0,0,sp,0
7192,1956,graduation,together,"$65,748.00",0,1,15/04/2013,58,172,73,93,95,78,34,2,2,10,1,0,1,sp,0
5181,1983,Basic,sINGLE,"$24,367.00",1,0,03/20/13,58,2,4,2,0,11,5,1,1,2,9,0,0,SP,0
9220,1972,grADuATIoN,single,"$91,700.00",0,0,"January 17, 2013",58,576,172,961,125,115,19,1,8,5,3,1,0,sP,0
7734,1994,GRADUATION,Absurd,"$79,244.00",0,0,2012.12.19,58,471,102,125,212,61,245,1,4,7,1,1,0,AUS,2
10446,1958,pHd,married,"$82,017.00",0,0,11/07/12,58,184,23,446,30,23,23,1,5,7,2,1,0,ca,3
5524,1958,graduation,SiNgle,"$58,138.00",0,0,"September 04, 2012",58,635,88,546,172,88,88,3,8,4,7,1,0,us,0
3830,1954,Master,Married,"$59,354.00",0,2,04-24-2014,59,295,21,78,39,13,13,1,4,7,3,0,0,Ca,0
5186,1956,PHD,Married,"$58,482.00",0,1,03-12-2014,59,576,7,115,19,7,7,2,7,9,6,0,0,ca,1
8514,1977,Graduation,TOGETHER,"$29,478.00  ",1,0,"January 17, 2014",59,8,0,7,3,1,1,1,1,3,6,0,0,SP,0
7165,1973,graduATIon,Together,"$64,474.00",0,1,10/22/13,59,381,35,172,56,86,93,2,8,10,5,0,0,SP,0
10236,1976,Master,single,"$31,160.00",1,0,16/09/2013,59,16,3,25,6,1,13,2,2,3,8,0,0,sa,0
2392,1973,gRADUATION,mARRIED,"$40,321.00",1,1,29/07/2013,59,44,4,21,6,0,27,2,3,3,7,0,0,Sp,0
1920,1973,Graduation,Married,"$40,321.00",1,1,07-29-2013,59,44,4,21,6,0,27,2,3,3,7,0,0,sp,0
3673,1972,GRADUATION,Single,"USD 55,239.00",0,1,"July 14, 2013",59,371,17,238,23,24,106,3,7,11,5,0,0,Sa,0
1453,1944,pHd,WIDOW,"$57,513.00",0,0,07/06/13,59,735,40,183,52,20,30,2,9,13,6,0,0,Sp,0
4518,1980,GRaduatIOn,TOGETHER,"$85,693.00  ",0,1,20/04/2013,59,386,172,183,185,132,111,2,9,11,5,0,0,Ca,0
